City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,cabo san lucas,22.8909,-109.9124,300.71,46,100,3.91,MX,1681948802
358,san ignacio de velasco,-16.3667,-60.95,292.6,98,98,2.57,BO,1681949451
359,belle fourche,44.6714,-103.8522,284.29,45,53,10.75,US,1681949198
360,bel ombre,-4.6167,55.4167,300.55,83,100,8.59,SC,1681949452
361,murzuq,25.9155,13.9184,294.23,16,0,3.53,LY,1681948968
362,lazaro cardenas,17.9583,-102.2,300.61,67,29,4.07,MX,1681949084
363,crucecita,-28.95,-58.9833,289.52,50,1,3.05,AR,1681949454
364,fort st. john,56.2499,-120.8529,278.09,65,75,3.09,CA,1681948907
365,gisborne,-38.6533,178.0042,295.07,62,14,2.26,NZ,1681949455
366,ola,59.5833,151.2833,273.48,80,98,5.16,RU,1681949099
367,kupang,-10.1667,123.5833,300.47,69,20,4.63,ID,1681949455
368,chanthaburi,12.8333,102.1667,295.67,86,42,1.77,TH,1681949456
369,mossel bay,-34.1831,22.146,290.69,82,71,3.24,ZA,1681949457
370,papao,-17.75,-149.55,303.97,79,94,6.94,PF,1681949159
371,kerman,30.2832,57.0788,288.91,25,0,1.19,IR,1681949458
372,kirkwall,58.9848,-2.9587,278.18,100,3,0.0,GB,1681949458
373,kuanda,56.3161,116.0806,266.78,74,100,3.02,RU,1681949459
374,rancho palos verdes,33.7445,-118.387,295.42,56,0,4.63,US,1681949459
375,photharam,13.6923,99.8497,299.1,74,46,3.25,TH,1681949460
376,vila franca do campo,37.7167,-25.4333,286.38,86,99,5.47,PT,1681949460
377,bassila,9.0081,1.6654,299.43,70,32,1.94,BJ,1681949461
378,nadym,65.5333,72.5167,256.93,92,39,1.39,RU,1681949052
379,morrope,-6.5417,-80.0111,299.21,63,90,4.41,PE,1681949462
380,kismayo,-0.3582,42.5454,300.49,79,85,4.39,SO,1681949080
381,xilin hot,43.9667,116.0333,276.37,16,21,7.04,CN,1681949464
382,st. john's,47.5649,-52.7093,275.19,94,100,5.66,CA,1681948863
383,colonia,50.9333,6.95,282.57,49,0,1.03,DE,1681949208
384,malango,-2.9627,119.9001,295.8,90,87,0.37,ID,1681949466
385,kununurra,-15.7667,128.7333,300.14,39,10,8.75,AU,1681949467
386,habiganj,24.3833,91.4167,298.42,89,14,2.91,BD,1681949467
387,kolonia,50.9333,6.95,282.57,49,0,1.03,DE,1681949468
388,wenling,28.3669,121.36,291.14,89,100,5.53,CN,1681949469
389,hami,42.8,93.45,280.05,17,60,2.54,CN,1681949470
390,songling,31.1933,120.7176,292.01,77,100,3.16,CN,1681949470
391,lagos,6.5833,3.75,298.33,82,100,1.62,NG,1681949176
392,kerikeri,-35.2268,173.9474,294.77,96,90,0.89,NZ,1681949154
393,winona,43.9666,-91.7668,278.14,77,100,7.72,US,1681949472
394,brookings,44.3114,-96.7984,282.34,93,100,6.17,US,1681949473
395,slonim,53.0867,25.3219,281.44,74,100,3.53,BY,1681949473
396,rongelap,11.1635,166.8941,299.48,82,100,9.36,MH,1681948990
397,mount pleasant,32.7941,-79.8626,296.59,64,0,2.06,US,1681949305
398,pico truncado,-46.7949,-67.9573,289.62,54,85,8.79,AR,1681949475
399,beroroha,-21.6667,45.1667,294.23,88,3,1.56,MG,1681949475
400,north battleford,52.7834,-108.2847,272.26,76,100,7.19,CA,1681949476
401,laguna,38.421,-121.4238,292.75,32,0,5.14,US,1681949083
402,kani keli,-12.9536,45.1033,299.74,75,97,3.26,YT,1681949175
403,kikwit,-5.041,18.8162,296.82,85,70,1.16,CD,1681949478
404,weno,7.4515,151.8468,299.96,82,100,8.29,FM,1681949178
405,weisswasser,51.5167,14.6333,277.72,96,75,1.72,DE,1681949479
406,huarmey,-10.0681,-78.1522,298.19,80,63,3.97,PE,1681949165
407,sale,34.0389,-6.8166,291.53,88,88,3.6,MA,1681949481
408,adis zemen,12.1167,37.7833,293.48,32,75,0.71,ET,1681949482
409,sarangani,5.4033,125.4636,301.22,75,8,2.87,PH,1681949482
410,port douglas,-16.4833,145.4667,299.79,73,28,4.44,AU,1681949024
411,baharly,38.4362,57.4316,286.34,19,3,3.48,TM,1681949484
412,mainpuri,27.2333,79.0167,301.55,30,81,2.96,IN,1681949484
413,zile,40.3031,35.8864,283.82,88,69,0.25,TR,1681949485
414,mukalla,14.5425,49.1242,299.67,72,0,1.4,YE,1681949485
415,esmeralda,21.8525,-78.1169,297.61,75,56,4.78,CU,1681949486
416,hadibu,12.65,54.0333,300.11,76,12,2.42,YE,1681949023
417,guatire,10.4762,-66.5427,294.14,93,98,1.02,VE,1681949487
418,bafq,31.6128,55.4107,291.42,22,0,0.61,IR,1681949488
419,koutiala,12.3917,-5.4642,305.23,11,64,2.6,ML,1681949488
420,safford,32.834,-109.7076,299.66,10,0,9.77,US,1681949490
421,n'zeto,-7.2312,12.8666,298.25,88,98,2.53,AO,1681949491
422,sevastopol,44.6,33.5333,283.71,77,96,0.89,UA,1681949492
423,kasimov,54.9411,41.3953,281.49,65,100,2.44,RU,1681949493
424,floro,61.5996,5.0328,282.19,81,20,0.0,NO,1681949135
425,ludwin,51.3461,22.9058,282.33,81,0,1.54,PL,1681949495
426,astrakhan,46.3497,48.0408,281.08,81,0,5.0,RU,1681949495
427,dauphin,51.1494,-100.0502,272.23,93,100,8.23,CA,1681949187
428,puerto baquerizo moreno,-0.9,-89.6,299.4,78,69,2.05,EC,1681949000
429,vilyuysk,63.7553,121.6247,269.04,93,92,1.96,RU,1681949497
430,arteche,12.2645,125.4048,301.08,80,22,3.33,PH,1681949498
431,thinadhoo,0.5333,72.9333,300.93,76,99,2.05,MV,1681949498
432,gaiman,-43.2897,-65.4929,294.02,46,0,5.1,AR,1681949499
433,kintampo,8.0563,-1.7306,299.17,72,97,1.45,GH,1681949499
434,kingston,17.997,-76.7936,301.68,83,20,8.75,JM,1681949036
435,akureyri,65.6835,-18.0878,279.67,93,37,3.66,IS,1681949500
436,strezhevoy,60.7333,77.5889,269.78,96,100,3.22,RU,1681949501
437,porto novo,6.4965,2.6036,299.53,84,99,2.82,BJ,1681949371
438,alvand,36.3187,49.1678,284.28,44,16,1.16,IR,1681949502
439,cumbal,0.9088,-77.7915,283.54,92,100,0.95,CO,1681949502
440,posto fiscal rolim de moura,-13.0833,-62.2667,296.82,96,100,0.99,BR,1681949503
441,odienne,9.51,-7.5692,300.42,55,58,1.73,CI,1681949504
442,sorong,-0.8833,131.25,300.23,82,27,2.14,ID,1681949437
443,illizi,26.4833,8.4667,300.38,10,2,9.12,DZ,1681949505
444,grand gaube,-20.0064,57.6608,299.47,77,17,0.89,MU,1681949505
445,tres arroyos,-38.3739,-60.2798,283.37,77,0,1.43,AR,1681949506
446,krasnyy chikoy,50.3643,108.7512,263.79,41,49,2.78,RU,1681949506
447,pangody,65.85,74.4859,255.57,98,62,0.97,RU,1681949506
448,lianzhou,24.7811,112.3825,296.12,86,11,0.45,CN,1681949507
449,kosong,38.3788,128.4676,292.05,68,51,4.5,KR,1681949507
450,midvagur,62.0511,-7.1939,279.61,75,0,0.51,FO,1681949508
451,nizhneudinsk,54.9076,99.0276,266.84,60,97,1.73,RU,1681949508
452,gamba,-2.65,10.0,298.25,92,100,1.14,GA,1681949509
453,salalah,17.0151,54.0924,300.2,74,20,1.03,OM,1681949509
454,shetpe,44.1667,52.1167,283.42,26,30,6.19,KZ,1681949510
455,penaranda de bracamonte,40.9011,-5.2003,283.36,53,5,3.12,ES,1681949511
456,saint croix,17.7397,-64.7388,297.57,78,20,3.6,VI,1681949512
457,sao joao da barra,-21.6403,-41.0511,298.2,89,90,2.91,BR,1681949134
458,huron,41.1501,-82.5499,285.75,67,49,2.93,US,1681949513
459,uturoa,-16.7333,-151.4333,301.26,78,93,5.71,PF,1681949146
460,okakarara,-20.5833,17.4333,292.1,47,68,1.53,NA,1681949514
461,hudson,40.7168,-74.0663,290.0,43,0,3.6,US,1681949357
462,banda aceh,5.5577,95.3222,299.75,81,100,2.94,ID,1681949514
463,kayangel,8.0823,134.7173,302.13,73,7,4.62,PW,1681949515
464,pisco,-13.7,-76.2167,294.27,88,0,6.69,PE,1681949516
465,turpan,42.9333,89.1667,283.98,15,81,2.08,CN,1681949516
466,garissa,-0.4536,39.6401,299.01,80,78,4.54,KE,1681949517
467,manaure,11.7751,-72.4445,300.76,62,20,8.92,CO,1681949517
468,talakan,50.3167,130.3667,274.55,95,100,2.96,RU,1681949518
469,chirilagua,13.2203,-88.1386,299.82,64,87,2.41,SV,1681949518
470,estevan,49.1334,-102.9842,273.34,100,100,11.32,CA,1681949519
471,greymouth,-42.4667,171.2,290.72,59,55,0.62,NZ,1681949025
472,roanoke,37.271,-79.9414,299.6,43,20,2.57,US,1681949427
473,svislach,53.6404,27.9199,282.29,83,59,3.88,BY,1681949520
474,ondjiva,-17.0667,15.7333,294.53,50,58,1.81,AO,1681949520
475,itaporanga,-7.3044,-38.1503,298.15,71,94,0.77,BR,1681949521
476,maine soroa,13.2114,12.0241,302.97,16,0,4.18,NE,1681949522
477,altamont,42.2068,-121.7372,279.25,50,100,1.79,US,1681949522
478,kaele,10.1092,14.4508,304.92,36,72,3.49,CM,1681949523
479,vernon,50.2581,-119.2691,287.65,30,100,3.09,CA,1681948848
480,luderitz,-26.6481,15.1594,288.48,81,77,3.22,NA,1681949524
481,maneromango,-7.1988,38.7848,293.69,98,100,1.83,TZ,1681949525
482,thunder bay,48.4001,-89.3168,273.95,86,100,2.16,CA,1681949262
483,arauco,-37.2463,-73.3175,285.91,88,69,1.52,CL,1681949526
484,kavaratti,10.5669,72.642,301.81,71,14,3.44,IN,1681949527
485,sidney,-33.8679,151.2073,291.07,88,75,8.23,AU,1681949340
486,artigas,-30.4,-56.4667,283.45,75,34,3.35,UY,1681949529
487,saint-pierre,-21.3393,55.4781,296.97,78,14,3.6,RE,1681949025
488,raychikhinsk,49.7838,129.4121,274.09,100,100,3.73,RU,1681949531
489,la'ie,21.6477,-157.9253,302.53,61,99,1.79,US,1681949158
490,kutum,14.2,24.6667,297.05,12,2,2.58,SD,1681949532
491,swakopmund,-22.6833,14.5333,291.38,74,1,4.35,NA,1681949533
492,itoman,26.1247,127.6694,298.36,94,75,6.17,JP,1681949534
493,awjilah,29.1081,21.2869,290.27,39,0,3.93,LY,1681949534
494,san ignacio,17.1561,-89.0714,301.45,57,71,4.3,BZ,1681949535
495,tralee,52.2704,-9.7026,280.38,96,39,3.65,IE,1681949535
496,oradea,47.0667,21.9333,282.17,76,31,2.24,RO,1681949536
497,belluru,12.9911,76.7444,294.87,78,0,2.56,IN,1681949537
498,dnestrovsc,46.6222,29.9133,283.56,94,100,4.81,MD,1681949537
499,al bawiti,28.3492,28.8659,290.0,62,7,7.29,EG,1681949538
500,taos,36.4072,-105.5731,288.37,14,0,14.4,US,1681949263
501,villa huidobro,-34.8383,-64.5869,290.27,51,2,1.35,AR,1681949539
502,murud,18.3258,72.965,299.87,78,2,0.33,IN,1681949540
503,mokhsogollokh,61.4681,128.9203,269.65,91,100,3.78,RU,1681949541
504,semey,50.4111,80.2275,269.33,64,1,1.39,KZ,1681949542
505,egilsstadir,65.2653,-14.3948,281.68,82,46,2.98,IS,1681949543
506,mata-utu,-13.2816,-176.1745,301.97,74,100,7.03,WF,1681949543
507,sal rei,16.1833,-22.9167,294.76,79,95,6.03,CV,1681949544
508,amga,60.8953,131.9608,271.31,93,100,1.01,RU,1681949545
509,xiahu,26.6106,119.9483,290.95,97,100,4.13,CN,1681949546
510,kilju,40.9642,129.3278,293.16,36,100,1.18,KP,1681949357
511,rosales,15.8944,120.6328,301.99,72,10,2.68,PH,1681949547
512,bairnsdale,-37.8333,147.6167,289.85,64,1,1.79,AU,1681949547
513,azhikkal,11.9,75.3667,299.08,84,52,1.6,IN,1681949297
514,kavieng,-2.5744,150.7967,301.69,69,69,1.23,PG,1681949549
515,lumberton,34.6182,-79.0086,298.2,56,0,0.0,US,1681949550
516,moab,38.5733,-109.5498,285.71,16,33,0.89,US,1681949428
517,natal,-5.795,-35.2094,299.4,80,69,3.5,BR,1681949385
518,huanren,41.2647,125.3667,284.38,65,97,5.3,CN,1681949553
519,kargasok,59.0556,80.8572,267.16,97,100,2.73,RU,1681949554
520,dhidhdhoo,6.8833,73.1,301.4,76,58,1.47,MV,1681949555
521,saint-pierre-du-mont,43.8845,-0.5219,288.03,75,0,0.51,FR,1681949555
522,bawku,11.0616,-0.2417,303.89,42,63,2.74,GH,1681949556
523,howard springs,-12.497,131.047,300.3,81,41,2.58,AU,1681949556
524,hilo,19.7297,-155.09,299.97,77,40,6.69,US,1681949557
525,baillif,16.0202,-61.7463,297.87,75,5,6.31,GP,1681949557
526,lincoln city,44.9582,-124.0179,283.91,76,74,2.24,US,1681949503
527,novoul'yanovsk,54.1496,48.3891,281.06,52,72,2.49,RU,1681949558
528,coahuayana de hidalgo,18.7,-103.6583,301.11,59,27,2.7,MX,1681949078
529,tobelo,1.7284,128.0095,301.13,77,23,0.57,ID,1681949559
530,kasongo-lunda,-6.4667,16.8167,294.86,96,59,0.94,CD,1681949560
531,porirua,-41.1333,174.85,291.4,96,98,6.23,NZ,1681949560
532,zahedan,29.4963,60.8629,285.24,17,0,0.37,IR,1681949453
533,perros-guirec,48.8145,-3.4396,284.54,87,10,8.16,FR,1681949561
534,nuuk,64.1835,-51.7216,271.97,93,100,4.47,GL,1681949200
535,tevriz,57.509,72.4042,269.42,67,31,2.08,RU,1681949562
536,sur,22.5667,59.5289,300.42,63,63,4.66,OM,1681949292
537,kokoda,-8.8785,147.7407,303.16,61,45,1.27,PG,1681949563
538,luang namtha,20.9497,101.4011,298.01,40,0,0.46,LA,1681949563
539,sidhi,24.4167,81.8833,301.12,23,65,2.44,IN,1681949564
540,obo,5.3998,26.4869,293.97,87,65,1.85,CF,1681949565
541,ulsteinvik,62.3432,5.8487,280.79,82,22,0.89,NO,1681949565
542,cacheu,12.2706,-16.1658,297.58,57,51,2.22,GW,1681949565
543,taradale,-39.5333,176.85,294.83,73,10,1.79,NZ,1681949566
544,bullsbrook,-31.6667,116.0,290.67,45,0,3.6,AU,1681949566
545,santa elena de uairen,4.6167,-61.1333,296.4,69,42,0.88,VE,1681949567
546,kenora,49.8167,-94.4337,277.47,29,100,7.15,CA,1681949567
547,valparaiso,-33.0393,-71.6273,290.37,54,0,2.06,CL,1681949568
548,tweed heads,-28.1817,153.547,298.82,60,40,6.69,AU,1681949272
549,fuyuan,46.4333,127.0833,281.51,29,81,11.99,CN,1681949569
550,shenjiamen,29.9576,122.298,289.14,93,100,5.5,CN,1681949569
551,puente alto,-33.6167,-70.5833,294.79,18,71,0.44,CL,1681949570
552,shakawe,-18.3667,21.85,292.27,37,35,2.86,BW,1681949570
553,omdurman,15.6445,32.4777,301.44,12,0,4.68,SD,1681949570
554,koh kong,11.6175,102.9806,300.18,88,86,1.5,KH,1681949571
555,zhenzhou,32.2692,119.1789,292.43,81,11,4.19,CN,1681949571
556,joshimath,30.5667,79.5667,284.89,97,100,1.57,IN,1681949572
557,margate,51.3813,1.3862,282.54,75,2,3.13,GB,1681949155
558,san patricio,28.017,-97.5169,299.35,76,69,6.66,US,1681949038
559,bilmak,47.3624,36.6511,282.12,97,88,3.96,UA,1681949573
560,miquelon,47.0975,-56.3814,274.15,96,100,7.46,PM,1681949574
561,cidade velha,14.9167,-23.6167,296.41,73,75,7.2,CV,1681949076
562,rokycany,49.7427,13.5946,277.03,95,9,25.03,CZ,1681949575
563,san lawrenz,36.0553,14.204,289.18,78,56,0.89,MT,1681949575
564,prince rupert,54.3161,-130.3201,281.84,64,95,3.18,CA,1681949575
565,tolanaro,-25.0319,46.9987,296.19,94,40,3.09,MG,1681949162
566,sakiai,54.9547,23.0358,281.46,84,70,5.96,LT,1681949576
567,barra do bugres,-15.0725,-57.1811,295.99,97,100,0.94,BR,1681949084
568,nema,57.5067,50.5011,276.08,92,6,1.62,RU,1681949577
569,sovetskiy,61.3614,63.5842,268.19,90,88,2.17,RU,1681949578
570,caldas novas,-17.7417,-48.625,293.75,94,100,1.42,BR,1681949578
571,san juan de miraflores,-12.1629,-76.9635,297.69,75,59,3.74,PE,1681949579
572,kurtamysh,54.9103,64.4319,273.74,53,18,3.51,RU,1681949579
573,xining,36.6167,101.7667,277.68,40,61,2.04,CN,1681949580
574,ambasa,23.9172,91.8472,297.61,89,41,2.22,IN,1681949580
575,blama,7.8736,-11.3433,298.81,86,27,0.94,SL,1681949581
576,antequera,37.0194,-4.5612,286.45,88,98,2.13,ES,1681949582
577,saudarkrokur,65.7461,-19.6394,281.69,83,100,5.81,IS,1681949584
578,broken hill,-31.95,141.4333,287.09,52,0,7.9,AU,1681949584
